"site","year","b0","b1","b2","mu","fp","ofs","N","tenperc","h","badfit"
"WC_North","1998",-325.374985792188,4.13937072930082,-0.0130710912475617,158.340671444436,15.8524050322513,26.761945466504,161.003418768996,150.414468928311,161.003418768996,FALSE
"WC_North","1999",-347.814135734943,4.43369069129359,-0.0140066214050271,158.271240547071,15.3138499827363,29.5068320650788,315.830196507726,150.614315555703,315.830196507726,FALSE
"WC_North","2000",-242.407162262627,3.20254307153338,-0.0103940492598391,154.056565996251,17.7770092325612,40.580791618608,1254.95829461637,145.168061379971,1254.95829461637,FALSE
"WC_North","2001",-220.389402242326,3.04346410268474,-0.0103433046838863,147.122423427501,17.8205631600541,36.7457121186594,572.251071297276,138.212141847474,572.251071297276,FALSE
"WC_North","2002",-124.553386184182,1.70171722155953,-0.00562083302428331,151.375891634542,24.1741237671387,54.9698422242159,1650.93540933339,139.288829750972,1650.93540933339,FALSE
"WC_North","2003",-154.507166996297,2.07864877169093,-0.00683556052117548,152.046695018763,21.9211844787763,45.3766317258298,723.314607424098,141.086102779375,723.314607424098,FALSE
"WC_North","2004",-132.572116430508,1.93756375632036,-0.006868557959609,141.045891125497,21.868464985778,48.6884250335154,1253.0706940486,130.111658632608,1253.0706940486,FALSE
"WC_North","2005",-113.242662804262,1.56478948556312,-0.00530880290473526,147.37686759546,24.8744096506661,39.4375625337066,191.671507507391,134.939662770126,191.671507507391,FALSE
"WC_North","2006",-318.645311339344,4.57192011268389,-0.0161771653823251,141.307825092741,14.2495080371954,32.9043252086861,1111.17656547673,134.183071074143,1111.17656547673,FALSE
"WC_North","2007",-272.472443962384,3.76984712629395,-0.0128594091064911,146.579329387344,15.9823477795879,34.4635102456004,711.654519142418,138.58815549755,711.654519142418,FALSE
"WC_North","2008",-123.019605802275,1.65024177509587,-0.00541219496384194,152.455869210264,24.635669371717,45.2864444214779,386.383935930359,140.138034524405,386.383935930359,FALSE
"WC_North","2009",-211.326598494408,2.87359065066821,-0.00956240887447761,150.25453776286,18.5339261648774,43.6670105095032,1729.76652389966,140.987574680421,1729.76652389966,FALSE
"WC_North","2010",-102.71433772367,1.44370481839741,-0.00489162742955477,147.568967505034,25.9133999191691,55.8072189887509,1142.70901041749,134.61226754545,1142.70901041749,FALSE
"WC_North","2011",-146.522852226041,1.81121549516112,-0.00554252886823932,163.392517947903,24.3442893571132,32.3118586956189,101.159155254844,151.220373269346,101.159155254844,FALSE
"WC_North","2014",-237.89570998479,3.55780798864094,-0.0130417185894555,136.401041175566,15.8702464460372,38.1634410254862,1791.50782318305,128.465917952547,1791.50782318305,FALSE
"WC_North","2015",-125.179743123756,1.88307170505544,-0.00682646503088578,137.924364699419,21.9357833633935,52.3722186127237,2314.22531411102,126.956473017722,2314.22531411102,FALSE
"WC_North","2016",-200.774333339135,3.03487747272258,-0.0112067166125989,135.404399773555,17.1203204113876,40.9299703707756,1829.01689451259,126.844239567862,1829.01689451259,FALSE
"WC_North","2017",-266.965414479953,3.61121105004111,-0.0120053199712674,150.400449912368,16.5410933859247,39.1426072512552,1606.85878759658,142.129903219406,1606.85878759658,FALSE
"WC_North","2018",-258.611173655345,3.78397740770421,-0.013584887987532,139.271571881089,15.5497371577084,37.9415408519225,2019.95536789085,131.496703302235,2019.95536789085,FALSE
"WC_North","2019",-170.184951558489,2.51559379589887,-0.00903944533699267,139.145362470646,19.0625147133201,46.2388479394915,2338.10814324425,129.614105113986,2338.10814324425,FALSE
"WC_Bailey","1993",-126.754368344734,1.7329745636366,-0.00577914558517035,149.93345799105,23.8407144347694,46.775126251228,550.14439569905,138.013100773666,550.14439569905,FALSE
"WC_Bailey","1994",-84.4183381053648,1.20986594311866,-0.00418488983971853,144.551707387361,28.016189618358,53.7780334403759,564.679424801797,130.543612578182,564.679424801797,FALSE
"WC_Bailey","1995",-232.484350588764,3.21578225564309,-0.0109152746516789,147.306520369988,17.3473743037584,40.0109314594563,1338.97220920651,138.632833218108,1338.97220920651,FALSE
"WC_Bailey","1996",-139.790937724386,1.92040645247639,-0.00641451217033724,149.692322773738,22.6292034279344,49.5932858175246,1142.61486207941,138.377721059771,1142.61486207941,FALSE
"WC_Bailey","1997",-110.804438153749,1.56249810539743,-0.00536570504271735,145.600447001662,24.7421642485841,46.8615065690841,460.356794885365,133.22936487737,460.356794885365,FALSE
"WC_Bailey","1998",-361.574081441669,4.67976595371212,-0.0150218004257115,155.765814386077,14.7873410507875,27.7872288424437,262.745884115805,148.372143860683,262.745884115805,FALSE
"WC_Bailey","1999",-405.296074180258,5.22609556841739,-0.016678279733339,156.673699325558,14.0338056068853,31.3570432589661,827.970594218956,149.656796522115,827.970594218956,FALSE
"WC_Bailey","2000",-224.25650173696,2.98902552057354,-0.00976730234101607,153.011825385074,18.3384982302252,42.5533321663476,1492.70651252536,143.842576269961,1492.70651252536,FALSE
"WC_Bailey","2001",-167.85190718548,2.31238325042888,-0.00782168807697388,147.818682340214,20.4927780794704,39.5250323488232,425.220462611221,137.572293300479,425.220462611221,FALSE
"WC_Bailey","2002",-150.523517224325,2.13237816952577,-0.00727975406089393,146.459492428507,21.2418691691108,55.619316188335,5788.85042459782,135.838557843951,5788.85042459782,FALSE
"WC_Bailey","2003",-167.910591631105,2.32777153478604,-0.00783822529960179,148.488429830174,20.4711486569848,50.0718404720835,2723.61366605917,138.252855501682,2723.61366605917,FALSE
"WC_Bailey","2004",-159.361686308176,2.34617739548672,-0.00835883417405608,140.341185542879,19.8234038431996,50.2229833335121,3772.73461755508,130.429483621279,3772.73461755508,FALSE
"WC_Bailey","2005",-227.506677942797,3.07793564590216,-0.0102905326785136,149.551813402663,17.8661985168106,32.0871846702523,246.998230525742,140.618714144258,246.998230525742,FALSE
"WC_Bailey","2006",-122.846558854767,1.78758521908282,-0.00625337029066231,142.929743162026,22.9189126988754,56.0019815205377,3018.9717343115,131.470286812589,3018.9717343115,FALSE
"WC_Bailey","2007",-165.943470059708,2.40520220164791,-0.00849451919102252,141.573769365891,19.6644444931055,45.0677077187811,1436.31032883442,131.741547119338,1436.31032883442,FALSE
"WC_Bailey","2008",-363.871811425053,5.14034817542282,-0.0179745363034032,142.989729711402,13.5183048379989,28.4481540676574,501.92525651609,136.230577292402,501.92525651609,FALSE
"WC_Bailey","2009",-221.698802350842,3.0493097867275,-0.0102637098877268,148.548128312445,17.8895287075485,43.1873316858737,2095.95333682323,139.603363958671,2095.95333682323,FALSE
"WC_Bailey","2010",-126.14919473818,1.74648353473927,-0.00581415175190148,150.192462225301,23.7688353313731,58.680630812941,3467.64702445236,138.308044559615,3467.64702445236,FALSE
"WC_Bailey","2011",-157.613543429064,1.97626249031712,-0.00607362179641416,162.692258141913,23.2555818981733,45.530974140235,529.548745041018,151.064467192826,529.548745041018,FALSE
"WC_Bailey","2013",-122.537672225702,1.86464368704456,-0.00676939873083854,137.725945921166,22.0280490828668,58.8805300389929,7610.40770388346,126.711921379733,7610.40770388346,FALSE
"WC_Bailey","2014",-153.911486875299,2.31614022266647,-0.00842402977307695,137.472224401961,19.7465457958862,50.123156222659,3834.08376364188,127.598951504018,3834.08376364188,FALSE
"WC_Bailey","2015",-123.210640605805,1.86741441455758,-0.00680054435891459,137.298892265121,21.977548363472,54.156231059273,3146.56262258822,126.310118083385,3146.56262258822,FALSE
"WC_Bailey","2016",-212.76681423478,3.1736798996379,-0.0115877809253117,136.940796520648,16.8364662978518,39.5713928872742,1536.98723661585,128.522563371722,1536.98723661585,FALSE
"WC_Bailey","2017",-140.273418995745,1.90447588625834,-0.00621860426903368,153.127277751208,22.9828891818842,59.6960601315936,5725.32643315232,141.635833160266,5725.32643315232,FALSE
"WC_Bailey","2018",-214.060022059172,3.22812530996528,-0.0118805249811311,135.8578562434,16.6277416224401,41.9348512287471,3016.52993043788,127.54398543218,3016.52993043788,FALSE
"WC_Bailey","2019",-191.895641130643,2.81403883781636,-0.0100033399835755,140.654963364074,18.1208501342869,49.0168031925874,7211.31610928532,131.59453829693,7211.31610928532,FALSE
"FR_Shore","1993",-346.294106265234,4.81964816946128,-0.0166606083003509,144.642022745345,14.0412462634559,23.3334871761579,132.614021993961,137.621399613617,132.614021993961,FALSE
"FR_Shore","1997",-316.443572034075,4.52638767829804,-0.0161354909364674,140.261851843257,14.2678978527874,15.7148168008919,37.7852525270183,133.127902916864,37.7852525270183,FALSE
"FR_Shore","2001",-340.101462350449,4.80635159931014,-0.0168966737511177,142.227744646848,13.9428152906253,20.042237386287,74.4029666404665,135.256337001535,74.4029666404665,FALSE
"FR_Shore","2003",-158.364515624191,2.34284266160093,-0.00841433683965131,139.217308876954,19.7579160837396,47.3566582612011,2162.20472152542,129.338350835084,2162.20472152542,FALSE
"FR_Shore","2004",-142.241433020127,2.26344327251138,-0.00870869187632422,129.95311492561,19.4211356130904,47.0973501271137,2376.53928335842,120.242547119065,2376.53928335842,FALSE
"FR_Shore","2005",-93.5499245819752,1.40653678873191,-0.00506919962079549,138.733616147394,25.4554856133939,56.3006661167889,1382.5625870457,126.005873340697,1382.5625870457,FALSE
"FR_Shore","2006",-208.296727308609,2.97354531486679,-0.0103919695393083,143.069381776917,17.7787879791877,41.2232630783427,1437.47523044389,134.179987787323,1437.47523044389,FALSE
"FR_Shore","2007",-146.779976008516,2.33204740157838,-0.00896304772749296,130.092323084766,19.1435831430023,46.8140612576986,2541.33146835556,120.520531513264,2541.33146835556,FALSE
"FR_Shore","2008",-301.390513335032,4.22815292925043,-0.0145819453613164,144.979041701358,15.008709441264,37.4260509767879,2422.64960898176,137.474686980726,2422.64960898176,FALSE
"FR_Shore","2009",-223.750235920109,3.22490173149052,-0.0113798080004659,141.694030837712,16.9896180704679,40.7508891743384,1871.97458220791,133.199221802478,1871.97458220791,FALSE
"FR_Shore","2010",-116.428895140889,1.7577351189441,-0.00638225920375069,137.704773719557,22.6863101004721,53.6664293272866,2196.99276040799,126.361618669321,2196.99276040799,FALSE
"FR_Shore","2011",-161.830400354269,2.19295524246857,-0.00723200641309307,151.614580878854,21.3118760694816,49.3967520706866,1717.42088621716,140.958642844113,1717.42088621716,FALSE
"FR_Shore","2012",-436.166829895905,6.19035568486818,-0.0216720638083903,142.818785963328,12.3112159124224,32.9510038767483,4319.70529004248,136.663178007117,4319.70529004248,FALSE
"FR_Shore","2013",-274.229394595049,4.27330755077479,-0.0164570427886903,129.832182052523,14.1278210139167,27.7884660245316,331.256558832346,122.768271545564,331.256558832346,FALSE
"FR_Shore","2014",-215.614481107412,3.4822656537295,-0.0137007624358921,127.082914911617,15.4838414403964,40.6280588821728,4321.12307928865,119.340994191418,4321.12307928865,FALSE
"FR_Shore","2015",-189.039114607651,3.02206154475892,-0.0117626987191823,128.459531987783,16.7108136642992,41.5107094790876,2594.02788398811,120.104125155634,2594.02788398811,FALSE
"FR_Shore","2016",-148.172265642808,2.50193869276222,-0.0101383298816022,123.390081107068,17.9998080669165,49.3986014800775,8544.34049807009,114.39017707361,8544.34049807009,FALSE
"FR_Shore","2017",-157.433187464876,2.28594247486952,-0.00807260131588046,141.586484047751,20.1717850248854,46.6720203033031,1600.53960817165,131.500591535308,1600.53960817165,FALSE
"FR_Shore","2018",-155.57623725682,2.29959126558864,-0.008295098431093,138.611451370423,19.8994150985671,42.7987657586341,868.714360060492,128.66174382114,868.714360060492,FALSE
"FR_Shore","2019",-248.962309115744,3.73205185095628,-0.0137107198361116,136.099777968139,15.4782178549381,38.2060990748867,2254.21845499125,128.36066904067,2254.21845499125,FALSE
"FR_Eaton","1993",-269.463211296424,3.67521011666921,-0.0124714119341202,147.34539024464,16.2290564607782,20.4149105608212,58.2035431616766,139.230862014251,58.2035431616766,FALSE
"FR_Eaton","1994",-269.439567512467,3.89735959442119,-0.014039119641416,138.803560834535,15.2961152005343,17.2479218891899,42.4975319544415,131.155503234268,42.4975319544415,FALSE
"FR_Eaton","1995",-337.659718528365,4.72504473266102,-0.0164986039703689,143.195289163467,14.1100152897559,12.47940583628,26.2314630792176,136.140281518589,26.2314630792176,FALSE
"FR_Eaton","1996",-97.9443189154401,1.37796701405791,-0.00478084874418597,144.113220035843,26.2119047691033,33.5746672484965,98.6172672349688,131.007267651291,98.6172672349688,FALSE
"FR_Eaton","1997",-313.032863504729,4.43607683987906,-0.0156651719101043,141.590429563614,14.4804980916767,16.139655179583,39.2782840038441,134.350180517776,39.2782840038441,FALSE
"FR_Eaton","1999",-461.923607530838,6.21521572818309,-0.0208715981401526,148.891706481889,12.5450741077607,12.1748262249834,26.5884886778744,142.619169428009,26.5884886778744,FALSE
"FR_Eaton","2000",-432.793669234986,6.10343804078868,-0.0213836951601359,142.712426338898,12.3939490367114,22.5754565079569,184.83894731253,136.515451820542,184.83894731253,FALSE
"FR_Eaton","2001",-373.164921554867,5.18173779846558,-0.0178622127616938,145.047477252595,13.5607420288675,24.2871486764313,184.744727742792,138.267106238161,184.744727742792,FALSE
"FR_Eaton","2003",-170.900852585649,2.46336757361207,-0.00868430887164675,141.828648083596,19.4483809425012,41.7658310786576,839.391677733507,132.104457612345,839.391677733507,FALSE
"FR_Eaton","2004",-90.7713050691144,1.48351838246741,-0.00574905911185839,129.022710812575,23.9030156753127,58.5819904104685,3242.8278848087,117.071202974919,3242.8278848087,FALSE
"FR_Eaton","2005",-151.612144804714,2.17061442871564,-0.00757332669351709,143.306535988586,20.8260898410381,45.498854679173,1025.97528476617,132.893491068067,1025.97528476617,FALSE
"FR_Eaton","2006",-248.13508987387,3.59001268622892,-0.0127819866211153,140.432500543318,16.0306784893056,35.123420574226,807.839597574658,132.417161298665,807.839597574658,FALSE
"FR_Eaton","2007",-171.632867569199,2.59065835549026,-0.00953711854700675,135.819762684157,18.558483830257,42.4596621365853,1335.526442501,126.540520769029,1335.526442501,FALSE
"FR_Eaton","2008",-318.737246857039,4.47713417156087,-0.0154523594140656,144.868950158043,14.5798710455131,37.9431273180437,3710.70976436913,137.579014635287,3710.70976436913,FALSE
"FR_Eaton","2009",-360.919953373651,5.11255308374105,-0.0178564982434507,143.156654066152,13.5629117406365,33.5607261772178,2024.54865064777,136.375198195834,2024.54865064777,FALSE
"FR_Eaton","2011",-202.904939832753,2.67230532261462,-0.00867324861345677,154.054463426107,19.460777426902,36.7932721136456,358.332861256448,144.324074712656,358.332861256448,FALSE
"FR_Eaton","2012",-207.724188049675,2.99536714985105,-0.0105811244030252,141.542951191211,17.6191589324043,40.1411128839674,1223.01185592424,132.733371725009,1223.01185592424,FALSE
"FR_Eaton","2014",-124.606295714524,1.97387768293862,-0.0074908802134853,131.752052274524,20.9403847595245,53.8220609062048,4648.60078271405,121.281859894761,4648.60078271405,FALSE
"FR_Eaton","2015",-120.351586276279,1.88874900875628,-0.00706735262795315,133.624930591818,21.5587066333504,57.4940084764113,7250.97286557782,122.845577275143,7250.97286557782,FALSE
"FR_Eaton","2016",-108.260016349154,1.74980532425669,-0.00671985498257255,130.196658171544,22.1091035058201,57.9896768398847,6143.16757983656,119.142106418634,6143.16757983656,FALSE
"FR_Eaton","2017",-407.571057257294,5.51746723494188,-0.0184933940500572,149.174002890097,13.3273183410872,29.267430486139,683.902357862113,142.510343719553,683.902357862113,FALSE
"FR_Eaton","2018",-433.155753546933,6.17176978536829,-0.0217710520843533,141.742570856369,12.2831958047003,27.9289713481597,838.36745153795,135.600972954019,838.36745153795,FALSE
"FR_Eaton","2019",-200.647329035061,3.0499563326276,-0.0113014008652559,134.937091825675,17.0484516963046,42.6060533560295,2814.58206717286,126.412865977522,2814.58206717286,FALSE
"Fir_Butte","1993",-267.187825501532,3.65308510512235,-0.0123242147609392,148.207621174396,16.3256865727394,33.7989543178505,539.240013778557,140.044777888026,539.240013778557,FALSE
"Fir_Butte","1994",-190.657625904603,2.77363482935327,-0.00996169855703386,139.21495483292,18.1586846022903,31.0957017348686,197.347597073924,130.135612531775,197.347597073924,FALSE
"Fir_Butte","1995",-291.766625427433,4.07223868307631,-0.0140176842227206,145.253617444022,15.3078059113091,33.7302091149209,806.865683798212,137.599714488367,806.865683798212,FALSE
"Fir_Butte","1996",-220.582231817063,2.94462214355103,-0.0096583262513461,152.439567007826,18.4416658052346,39.9632270631331,852.832245468196,143.218734105208,852.832245468196,FALSE
"Fir_Butte","1997",-382.30493426878,5.40444753026195,-0.0189048626651707,142.938026738983,13.181484398232,28.8934684348488,666.56090928654,136.347284539867,666.56090928654,FALSE
"Fir_Butte","1998",-319.041569950904,4.08951514229686,-0.0130116801683684,157.147850599592,15.8885547014781,26.5192746662597,153.086974466822,149.203573248853,153.086974466822,FALSE
"Fir_Butte","1999",-384.163860795829,4.96633860868736,-0.0159004160771697,156.170083367132,14.3729805822637,30.2309825400623,531.639922094058,148.983593076,531.639922094058,FALSE
"Fir_Butte","2000",-332.417233030023,4.40217795809691,-0.0144106955398351,152.739954359874,15.0976242326835,32.3788078202782,645.002643942167,145.191142243532,645.002643942167,FALSE
"Fir_Butte","2003",-506.898676507901,6.9492830524535,-0.0235603384345625,147.47842166518,11.8075643473336,30.6574593696441,2929.04541790135,141.574639491513,2929.04541790135,FALSE
"Fir_Butte","2004",-197.434152956892,2.9051003817116,-0.0103979453814467,139.695885828332,17.7736783880268,45.9188905675819,4173.75393335461,130.809046634318,4173.75393335461,FALSE
"Fir_Butte","2005",-85.915792548199,1.2648076449005,-0.00448617968235322,140.967118400956,27.0590628420542,53.6847562932414,670.547005975118,127.437586979929,670.547005975118,FALSE
"Fir_Butte","2006",-301.668121294973,4.31291220973179,-0.0151911451382161,141.95480888672,14.7046884264514,34.2352062849349,1232.84424792596,134.602464673494,1232.84424792596,FALSE
"Fir_Butte","2007",-104.746978510897,1.56592849592416,-0.00562440831011462,139.208287306247,24.1664391239723,54.9655593188889,1653.77887521063,127.125067744261,1653.77887521063,FALSE
"Fir_Butte","2008",-178.798196416061,2.47611015948426,-0.00836517757860041,148.001051754035,19.8158862671005,46.0523539083403,1635.10338888968,138.093108620484,1635.10338888968,FALSE
"Fir_Butte","2009",-337.281204517405,4.66360305650872,-0.01586747452779,146.954798898242,14.3878923052498,36.8551986250425,3078.8980217411,139.760852745617,3078.8980217411,FALSE
"Fir_Butte","2010",-181.327119558786,2.45341280456612,-0.00812547596952269,150.970405534916,20.1060462950311,43.643404313762,941.979860559921,140.917382387401,941.979860559921,FALSE
"Fir_Butte","2011",-199.086307720643,2.48506196599108,-0.00759943044956035,163.503171881444,20.7902906570945,46.2928566776281,1192.31859630649,153.108026552896,1192.31859630649,FALSE
"Fir_Butte","2012",-165.838235761737,2.30034097358156,-0.00770355599562132,149.303839349585,20.6493060657218,55.2863456354785,7273.80913014698,138.979186316725,7273.80913014698,FALSE
"Fir_Butte","2013",-300.87987239955,4.59758377465813,-0.0171968381514868,133.675264434022,13.820596299039,38.6183469313759,8230.65461909237,126.764966284502,8230.65461909237,FALSE
"Fir_Butte","2014",-295.243228712894,4.49555172980261,-0.0167099866104043,134.516915980157,14.0204848472812,41.2858962765159,16964.662108078,127.506673556517,16964.662108078,FALSE
"Fir_Butte","2015",-116.277164268653,1.84586932670216,-0.00690618244207153,133.638905588229,21.8088145656737,63.9587340318246,24905.6046925402,122.734498305392,24905.6046925402,FALSE
"Fir_Butte","2016",-210.37118209658,3.27546208230199,-0.0122534568821823,133.654613297935,16.3727552538181,52.7349120226945,80214.9697018173,125.468235671026,80214.9697018173,FALSE
"Fir_Butte","2017",-214.59227580189,2.97429172951453,-0.00997261262850147,149.122995162475,18.1487454097101,53.6472747266347,23194.9781993057,140.04862245762,23194.9781993057,FALSE
"Fir_Butte","2018",-214.803119417606,3.13281093323029,-0.0110562343742154,141.676217561759,17.2364357599263,50.7509859009962,20827.460474537,133.057999681796,20827.460474537,FALSE
"Fir_Butte","2019",-199.353069807753,3.05841945142416,-0.0112697366993726,135.69169950503,17.0723851016308,53.7772432007036,57709.6033053596,127.155506954215,57709.6033053596,FALSE
"FR_Spires","1995",-457.86375598732,6.53425175222807,-0.0231470108787846,141.146772394207,11.9125195244386,23.8096848211224,309.768792307199,135.190512631987,309.768792307199,FALSE
"FR_Spires","1996",-167.283623910944,2.49447604098201,-0.00921571912592542,135.338111269288,18.8793252435519,25.6449809110588,84.0155041158135,125.898448647512,84.0155041158135,FALSE
"FR_Spires","1997",-368.446481291164,5.28649728690035,-0.0188585354070904,140.161925960399,13.1976650677087,20.7826581254883,98.8990012869224,133.563093426545,98.8990012869224,FALSE
"FR_Spires","1999",-485.54884622362,6.52824576528225,-0.0218450376325613,149.421710209176,12.2623775811826,19.9884309621046,106.296559978924,143.290521418585,106.296559978924,FALSE
"FR_Spires","2000",-575.156408720051,8.18809594691339,-0.028942799219103,141.453075857103,10.6532180783065,23.3919959521987,546.127078753589,136.12646681795,546.127078753589,FALSE
"FR_Spires","2001",-472.657685691966,6.72314781711249,-0.0237169516729065,141.737182540048,11.7685145605705,25.3235978246872,515.674917905823,135.852925259763,515.674917905823,FALSE
"FR_Spires","2003",-185.613559514419,2.71496998844024,-0.00969003620200652,140.090807291208,18.4114665623635,43.3746354776796,1716.94651995705,130.885074010026,1716.94651995705,FALSE
"FR_Spires","2004",-125.37292300186,1.99842333127559,-0.00777407805571134,128.531210836468,20.5554332498148,39.6598060589587,427.437214280337,118.253494211561,427.437214280337,FALSE
"FR_Spires","2005",-168.291127977719,2.33592098147437,-0.00806481619821224,144.821712241389,20.1815187767822,20.5917372485698,46.4045373848436,134.730952852998,46.4045373848436,FALSE
"FR_Spires","2006",-232.637763429354,3.44236951075988,-0.0125481556346693,137.166353804577,16.1793524227296,33.1668769143521,498.861960816966,129.076677593212,498.861960816966,FALSE
"FR_Spires","2007",-194.042870223081,2.95647397234067,-0.011023382261835,134.100129257811,17.2621008438679,38.9872492153609,1113.3557590734,125.469078835877,1113.3557590734,FALSE
"FR_Spires","2008",-235.099609238894,3.32220794843607,-0.0114898369026172,144.571588639319,16.908074445893,41.9245577012189,2576.89983946623,136.117551416372,2576.89983946623,FALSE
"FR_Spires","2009",-350.661137278449,4.9813295617347,-0.0174518746044472,142.716174469456,13.7192396158558,33.1584607692991,1625.43569711375,135.856554661528,1625.43569711375,FALSE
