"scenario","year","b0","b1","b2","mu","fp","N","tenperc","h","ofs","badfit"
"Fir_Butte base",2008,-175.354604067768,2.42973518929599,-0.0082096273456961,147.980845352851,20.0027340785851,1629.64649553005,137.979478313559,83.3067501436532,46.419840822107,FALSE
"Fir_Butte base",2009,-341.283580418043,4.71767152263818,-0.0160498886833746,146.968979527098,14.3058962469162,3073.26539072007,139.81603140364,219.665139816269,36.6583678839878,FALSE
"Fir_Butte base",2010,-198.938253109057,2.68170142491392,-0.00886380611726973,151.272567869521,19.2504532488959,926.053258936768,141.647341245073,49.1893577390585,41.9286962758122,FALSE
"Fir_Butte base",2011,-219.218085574754,2.72907151634065,-0.00833736914284558,163.66502847499,19.8489056802886,1181.53162807899,153.740575634846,60.8674251821611,44.398428479066,FALSE
"Fir_Butte base",2012,-165.569808274998,2.29661562559332,-0.0076907089555211,149.311047841993,20.6665458137699,7269.70211883854,138.977774935108,359.687104309042,55.325926255332,FALSE
"Fir_Butte base",2013,-299.200572753496,4.57195076747672,-0.0170991119186444,133.689714098297,13.8600343265523,8246.56519683318,126.759696935021,608.394021796868,38.7257736226411,FALSE
"Fir_Butte base",2014,-295.682224976773,4.50209315570289,-0.0167343069357388,134.516869237289,14.0102930080365,16966.9956838705,127.511722733271,1238.3228256656,41.2583895222253,FALSE
"Fir_Butte base",2015,-116.430584789752,1.84820160207119,-0.00691501361877309,133.636873617546,21.7948840778501,24903.2173076074,122.739431578621,1168.36097328979,63.9203375196498,FALSE
"Fir_Butte base",2016,-210.482541257436,3.27715124633979,-0.0122598425260681,133.653888268612,16.3684907536085,80220.9547462879,125.469642891808,5011.35692832653,52.7222134241634,FALSE
"Fir_Butte base",2017,-214.191297871599,2.96894129271691,-0.0099547992376904,149.121103390817,18.1649760834758,23197.9237914909,140.038615349079,1305.84140222132,53.69238257728,FALSE
"Fir_Butte base",2018,-214.91522157525,3.13445596506573,-0.0110622518589123,141.673503959344,17.2317471079863,20825.458968704,133.057630405351,1235.78072252046,50.7378076075636,FALSE
"Fir_Butte base",2019,-199.528524008034,3.0610476483242,-0.011279558511221,135.690046967666,17.0649504900397,57703.4421649429,127.157571722646,3457.58475858892,53.7549090882781,FALSE
"FR_GreenOaks base",2000,-185.92864818185,2.60762409175296,-0.00910346087281875,143.221579582928,18.995372668716,41.5662176563362,133.72389324857,2.23752984097902,18.8115738102101,FALSE
"FR_GreenOaks base",2001,-221.66527240912,3.09413666713868,-0.0107231816327567,144.2732564413,17.5020633791087,79.4678582928285,135.522224751746,4.64278319138803,23.9313264628243,FALSE
"FR_GreenOaks base",2003,-192.039764283906,2.7008402375954,-0.00930332904540159,145.154504608775,18.7902211933635,983.242228435358,135.759394012094,53.5062823385999,41.3657952687381,FALSE
"FR_GreenOaks base",2004,-85.9508290589454,1.38333265784662,-0.00531410647234767,130.156656160814,24.8619940126002,1429.68244689828,117.725659154514,58.8003315055767,55.3774869639502,FALSE
"FR_GreenOaks base",2005,-128.252325143307,1.88046722748914,-0.00666695933185777,141.028850926345,22.1966370320475,1678.07342912841,129.930532410321,77.3036370367017,51.0737710508523,FALSE
"FR_GreenOaks base",2006,-205.679777822029,2.99682780946911,-0.0106811263949645,140.286131754884,17.5364853262686,1585.91384019871,131.51788909175,92.4726237185251,41.173949293946,FALSE
"FR_GreenOaks base",2007,-96.2167664822358,1.56898470405959,-0.0061067410798961,128.463339409036,23.1924340319832,2171.74605089012,116.867122393044,95.7500164977316,54.6626327122248,FALSE
"FR_GreenOaks base",2008,-339.848263167276,4.77605897769463,-0.0164866453548823,144.846294527717,14.1151317235889,5848.41964288126,137.788728665923,423.671976367995,38.3092973667594,FALSE
"FR_GreenOaks base",2009,-265.028661867756,3.81038908684899,-0.0134068448999543,142.106107562338,15.6526469869112,4626.14290835104,134.279784068882,302.209004928406,41.2788226595958,FALSE
"FR_GreenOaks base",2010,-116.467144888926,1.71646289319083,-0.00604451904605151,141.985067803871,23.3114993905344,4991.89996327203,130.329318108604,218.96354337191,59.717194191107,FALSE
"FR_GreenOaks base",2011,-132.834453142066,1.84714690546964,-0.00615736468915452,149.994924673146,23.0968973881931,6729.76481002387,138.44647597905,297.935592623887,60.8346468500561,FALSE
"FR_GreenOaks base",2012,-292.479585653366,4.31187412358246,-0.0154840262157769,139.2362058645,14.5649545703552,31610.639394842,131.953728579323,2219.21967006103,44.6140713502691,FALSE
"FR_GreenOaks base",2013,-219.778403543721,3.53548905964237,-0.0137492816610346,128.569955391267,15.4564971778039,27342.0500498908,120.841706802365,1808.82329311838,46.7125014618462,FALSE
"FR_GreenOaks base",2014,-205.251012391392,3.30688189696728,-0.0128630628140155,128.541776744032,15.9800777536818,22794.7955207285,120.551737867191,1458.58908604072,47.596967207153,FALSE
"FR_GreenOaks base",2015,-131.57816357346,2.15053401898032,-0.00830295787213515,129.504090716728,19.8899946419855,41824.9964068815,119.559093395735,2150.19274998301,60.8002029280798,FALSE
"FR_GreenOaks base",2016,-110.070964972963,1.84272447040616,-0.00719318789311189,128.088164648857,21.3693041779911,58941.933911381,117.403512559861,2820.39637049219,66.4670196103907,FALSE
"FR_GreenOaks base",2017,-263.991152417258,3.81032503698869,-0.0133707557395172,142.487272642611,15.6737568716871,26902.2823866236,134.650394206767,1755.06080834511,47.2737268568984,FALSE
"FR_GreenOaks base",2018,-174.93636335049,2.64804211052407,-0.00965721498036855,137.10174806645,18.4427268305148,13116.5193513907,127.880384651192,727.226368646013,52.2422215523382,FALSE
"FR_GreenOaks base",2019,-274.868603986893,4.09938630034401,-0.0148376377734503,138.141473829454,14.8788272360858,57336.2154722735,130.702060211411,3940.36515134698,47.2429824478413,FALSE
"WC_FirGrove base",2002,-139.184496264374,1.88184300118463,-0.00624644151234945,150.633204318343,22.9316204183557,287.080020076785,139.167394109165,12.8010139402426,40.4057564293458,FALSE
"WC_FirGrove base",2003,-142.359851615226,1.99370588889666,-0.00682518737019573,146.055029756604,21.9378364335209,545.371674861081,135.086111539843,25.4199639893503,43.5457472371321,FALSE
"WC_FirGrove base",2006,-118.432173139974,1.6906784641186,-0.00589455958518421,143.410074975582,23.6061630366041,378.87910923841,131.60699345728,16.4116181771494,43.5739926212094,FALSE
"WC_FirGrove base",2010,-138.027508598375,1.9229780959682,-0.006590888241796,145.881558404652,22.3243647417079,204.263459773909,134.719376033798,9.35594631382494,36.8379197597483,FALSE
"WC_FirGrove base",2013,-123.396342702161,1.87594910240221,-0.00690088543132763,135.92089892451,21.8171830110416,1279.74892387166,125.012307418989,59.9794177221957,48.7137523462864,FALSE
"WC_FirGrove base",2014,-139.908913508144,2.07543351489121,-0.00752234763713202,137.951183261353,20.8965400348732,524.604432405474,127.502913243916,25.6704640338063,41.5416238224862,FALSE
"WC_FirGrove base",2015,-122.806963504809,1.85940448198065,-0.0068317086411887,136.086342351473,21.9273634507994,878.546752932309,125.122660626074,40.9689288932325,46.6247934595975,FALSE
"WC_FirGrove base",2016,-161.925342552156,2.30609061614963,-0.00809938900923745,142.362011104758,20.1383995978657,182.154398120089,132.292811305825,9.24891641445923,33.1452039961182,FALSE
"WC_FirGrove base",2017,-137.447148409342,1.85124713514724,-0.00608790719956322,152.042982462024,23.2282810155735,608.203685841152,140.428841954237,26.7736833812719,46.4754435686102,FALSE
"WC_FirGrove base",2018,-142.119604194193,2.01590943775159,-0.00703730126350788,143.230292570047,21.6046886334724,200.472141799778,132.427948253311,9.48816362663547,35.7620605699145,FALSE
"WC_FirGrove base",2019,-105.697325420286,1.54885622706546,-0.0055358283085789,139.893809989121,24.3590180502569,333.951550745229,127.714300963992,14.0184447479723,43.6788714497818,FALSE
"WC_Hayfield base",2011,-168.001109736599,2.18157634282012,-0.00696988725006171,156.500117186315,21.7089194383599,318.241323162413,145.645657467135,14.9897542020942,39.4176453714165,FALSE
"WC_Hayfield base",2013,-169.606361681597,2.48587223926757,-0.00886323671954094,140.235013343767,19.2510715889373,2063.35425158182,130.609477549298,109.596083643621,46.0399592856391,FALSE
"WC_Hayfield base",2014,-107.551338550755,1.58414618377344,-0.00557304281924801,142.125786141653,24.2775520213002,3604.52147537632,129.987010131003,151.81646365326,60.0414578027959,FALSE
"WC_Hayfield base",2015,-106.533335568877,1.56837330619625,-0.00550913114043801,142.343072456935,24.4179684392459,3878.64495711093,130.134088237312,162.42267020294,60.7933323427371,FALSE
"WC_Hayfield base",2016,-220.676315569543,3.32825475822775,-0.0122556370118036,135.784649750244,16.3712989314649,3164.93351472908,127.599000284511,197.677663741638,41.5385973079538,FALSE
"WC_Hayfield base",2017,-122.597287480015,1.68752249441354,-0.00555551455310765,151.878145424853,24.3158210473553,6126.95388216833,139.720234901175,257.650992556087,63.2233008353015,FALSE
"WC_Hayfield base",2018,-189.982104491432,2.78441379681415,-0.00992216513769172,140.31281268626,18.1948239548001,3794.15980108937,131.21540070886,213.227839978555,46.4948450685757,FALSE
"WC_Hayfield base",2019,-142.218302217994,2.11592514535638,-0.00756799797380726,139.794246290734,20.8334205028403,5961.37557001283,129.377536039314,292.59173263767,54.7856661404694,FALSE
