Species,Comm_name,State,County,Site,Gen_lat,Gen_long,Year,Date,DOY,Est_Count,Method,Source,Source_contact,Cons_area
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1993,5/10/1993,130,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1993,5/16/1993,136,106,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1993,5/23/1993,143,479,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1993,5/27/1993,147,290,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1993,6/8/1993,159,46,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1993,6/13/1993,164,20,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1993,6/18/1993,169,26,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1993,6/25/1993,176,7,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1993,5/10/1993,130,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1993,5/16/1993,136,5,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1993,5/23/1993,143,23,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1993,5/29/1993,149,32,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1993,6/8/1993,159,18,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1993,6/18/1993,169,3,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1993,5/10/1993,130,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1993,5/17/1993,137,8,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1993,5/24/1993,144,35,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1993,5/29/1993,149,13,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1993,6/8/1993,159,11,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1993,6/18/1993,169,2,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1993,5/17/1993,137,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1993,5/24/1993,144,15,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1993,5/26/1993,146,8,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1993,6/3/1993,154,2,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1993,6/8/1993,159,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1993,6/13/1993,164,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1993,5/11/1993,131,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1993,5/17/1993,137,34,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1993,5/23/1993,143,14,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1993,5/26/1993,146,14,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1993,6/3/1993,154,11,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1993,6/8/1993,159,13,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1993,5/17/1993,137,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1993,5/24/1993,144,2,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1993,6/3/1993,154,4,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1993,6/8/1993,159,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1993,6/13/1993,164,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1993,5/11/1993,131,0,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1993,5/26/1993,146,34,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1993,6/8/1993,159,4,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1993,6/29/1993,180,6,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1993,7/1/1993,182,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1994,5/1/1994,121,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1994,5/6/1994,126,51,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1994,5/13/1994,133,221,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1994,5/22/1994,142,137,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1994,5/30/1994,150,82,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1994,6/4/1994,155,48,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1993,6/25/1993,176,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1994,5/6/1994,126,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1994,5/13/1994,133,12,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1994,5/22/1994,142,27,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1994,5/30/1994,150,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1994,6/4/1994,155,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1994,6/10/1994,161,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1994,6/16/1994,167,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1993,6/25/1993,176,3,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1993,6/29/1993,180,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1994,5/6/1994,126,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1994,5/14/1994,134,23,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1994,5/22/1994,142,17,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1994,5/30/1994,150,16,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1994,6/6/1994,157,4,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1994,6/10/1994,161,12,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1994,5/6/1994,126,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1994,5/22/1994,142,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1993,6/13/1993,164,4,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1993,6/29/1993,180,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1994,5/1/1994,121,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1994,5/6/1994,126,9,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1994,5/22/1994,142,4,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1994,5/30/1994,150,2,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1994,5/6/1994,126,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1994,5/22/1994,142,2,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1993,6/13/1993,164,4,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1993,6/29/1993,180,0,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1994,5/6/1994,126,0,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1994,5/14/1994,134,15,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1994,5/22/1994,142,3,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1994,5/30/1994,150,4,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1994,6/10/1994,161,14,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1994,6/16/1994,167,3,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1994,6/26/1994,177,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1995,5/9/1995,129,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1995,5/13/1995,133,39,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1994,6/26/1994,177,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1995,5/13/1995,133,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1995,5/20/1995,140,10,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1995,5/26/1995,146,50,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1995,6/9/1995,160,8,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1994,6/16/1994,167,4,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1994,6/26/1994,177,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1995,5/13/1995,133,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1995,5/20/1995,140,64,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1995,5/26/1995,146,68,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1995,5/13/1995,133,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1995,5/20/1995,140,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1994,6/2/1994,153,1,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1994,6/10/1994,161,2,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1994,6/19/1994,170,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1995,5/9/1995,129,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1994,5/30/1994,150,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1995,5/13/1995,133,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1995,5/20/1995,140,2,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1995,5/26/1995,146,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1994,6/2/1994,153,3,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1994,6/10/1994,161,0,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1994,6/16/1994,167,0,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1995,5/9/1995,129,0,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1995,5/20/1995,140,338,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1995,5/26/1995,146,458,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1995,6/9/1995,160,50,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1995,6/23/1995,174,8,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1995,6/30/1995,181,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1996,5/1/1996,122,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1995,6/23/1995,174,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1996,5/5/1996,126,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1996,5/11/1996,132,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1996,6/1/1996,153,6,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1995,6/9/1995,160,10,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1995,6/23/1995,174,2,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1995,6/30/1995,181,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1996,5/5/1996,126,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1996,5/11/1996,132,13,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Bailey,44.027700,-123.167900,1996,5/25/1996,146,32,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1996,5/5/1996,126,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Shore,44.100500,-123.270100,1996,6/2/1996,154,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1995,5/13/1995,133,4,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Spires,44.100400,-123.263900,1995,5/20/1995,140,33,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1995,6/11/1995,162,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1996,5/1/1996,122,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_Eaton,44.102500,-123.258900,1996,5/5/1996,126,2,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_GreenOaks,44.094800,-123.248800,1996,5/5/1996,126,0,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_GreenOaks,44.094800,-123.248800,1996,5/9/1996,130,6,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_GreenOaks,44.094800,-123.248800,1996,5/24/1996,145,1,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,FR_GreenOaks,44.094800,-123.248800,1996,6/2/1996,154,1,x2_Males,Schultz Report,Cheryl Schultz,Fern Ridge
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1995,5/13/1995,133,6,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1995,5/20/1995,140,45,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1995,5/26/1995,146,46,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,Fir_Butte,44.078300,-123.231600,1995,6/11/1995,162,2,x2_Males,Schultz Report,Cheryl Schultz,Fir Butte
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1996,5/5/1996,126,9,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1996,5/11/1996,132,57,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1996,5/25/1996,146,123,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1996,6/1/1996,153,208,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_Main,44.036400,-123.165000,1996,6/8/1996,160,134,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1996,6/8/1996,160,6,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1996,6/19/1996,171,6,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1996,6/26/1996,178,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
Icaricia icarioides fenderi,Fenders Blue,Oregon,Lane,WC_North,44.037500,-123.166500,1997,5/8/1997,128,0,x2_Males,Schultz Report,Cheryl Schultz,Willow Creek
